Id;Function;threads;gpus;P;Q;mtxfmt;nb;transA;transB;m;n;k;lda;ldb;ldc;alpha;beta;seedA;seedB;seedC;tsub;time;gflops
2;dgemm;1;0;1;16;0;1024;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;9.013003e+00;1.219917e+02
3;dgemm;1;0;1;16;0;1024;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;8.938818e+00;1.230041e+02
0;dgemm;1;0;1;16;0;2048;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;1.427547e+01;7.702107e+01
1;dgemm;1;0;1;16;0;2048;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;1.427648e+01;7.701559e+01
2;dgemm;1;0;1;16;0;2048;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;1.423566e+01;7.723643e+01
3;dgemm;1;0;1;16;0;2048;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;1.425846e+01;7.711291e+01
0;dgemm;1;0;1;16;0;4096;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;2.063397e+01;5.328648e+01
1;dgemm;1;0;1;16;0;4096;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;2.061805e+01;5.332763e+01
2;dgemm;1;0;1;16;0;4096;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;2.062958e+01;5.329782e+01
3;dgemm;1;0;1;16;0;4096;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;2.065407e+01;5.323463e+01
0;dgemm;1;0;1;16;0;8192;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;3.310052e+01;3.321735e+01
1;dgemm;1;0;1;16;0;8192;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;3.308180e+01;3.323615e+01
2;dgemm;1;0;1;16;0;8192;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;3.310449e+01;3.321337e+01
3;dgemm;1;0;1;16;0;8192;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;3.310438e+01;3.321348e+01
0;dgemm;1;0;1;32;0;256;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;7.520006e+00;1.462115e+02
1;dgemm;1;0;1;32;0;256;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;7.519957e+00;1.462125e+02
2;dgemm;1;0;1;32;0;256;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;7.307534e+00;1.504628e+02
3;dgemm;1;0;1;32;0;256;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;7.580015e+00;1.450540e+02
0;dgemm;1;0;1;32;0;512;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;6.640016e+00;1.655887e+02
1;dgemm;1;0;1;32;0;512;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;6.679977e+00;1.645981e+02
2;dgemm;1;0;1;32;0;512;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;6.892005e+00;1.595344e+02
3;dgemm;1;0;1;32;0;512;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;6.636017e+00;1.656885e+02
0;dgemm;1;0;1;32;0;1024;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;9.680007e+00;1.135858e+02
1;dgemm;1;0;1;32;0;1024;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;9.737020e+00;1.129208e+02
2;dgemm;1;0;1;32;0;1024;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;9.694022e+00;1.134216e+02
3;dgemm;1;0;1;32;0;1024;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;9.849748e+00;1.116284e+02
0;dgemm;1;0;1;32;0;2048;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;1.508648e+01;7.288059e+01
1;dgemm;1;0;1;32;0;2048;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;1.501928e+01;7.320668e+01
2;dgemm;1;0;1;32;0;2048;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;1.502029e+01;7.320177e+01
3;dgemm;1;0;1;32;0;2048;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;1.505998e+01;7.300886e+01
0;dgemm;1;0;1;32;0;4096;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;2.135308e+01;5.149194e+01
1;dgemm;1;0;1;32;0;4096;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;2.133152e+01;5.154398e+01
2;dgemm;1;0;1;32;0;4096;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;2.129354e+01;5.163591e+01
